Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,26987.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Document Management,4833.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,25100.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999","E, H, S & Q, compliance",6640.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,29183.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,15989.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Document Management,3769.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,14582.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,14658.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance",9487.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,592.29,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","E, H, S & Q, compliance",6862.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,25472.00,Self Delivery
India,Baddi,"30.957826,76.791356","E, H, S & Q, compliance",7183.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,11621.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,26446.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,10320.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,10320.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,8138.00,Self Delivery
India,Baddi,"30.957826,76.791356",Employee Convenience Services,9302.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,14789.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,7841.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Cleaning,529.94,Subcontract
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,6913.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,14098.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,511.75,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328","E, H, S & Q, compliance",6962.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,27772.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,12626.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,25229.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,4445.00,Self Delivery
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events",4445.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events",3017.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",4931.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,3017.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Catering,487.89,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,3434.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,7795.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,7139.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,5350.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events",2862.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,3757.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,4286.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",4286.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Real Estate & Property management,4905.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",2859.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",4922.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,3349.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",3665.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Real Estate & Property management,3665.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,449.13,Subcontract
Singapore,Jurong,"1.364434,103.775263",FM management & administration,29059.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance",7275.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,2517.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",4683.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,2517.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",4683.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,29393.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Document Management,9311.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,6598.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",3804.00,Self Delivery
India,Baddi,"30.957826,76.791356",Projects,3804.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Real Estate & Property management,4142.00,Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,2938.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,16189.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Document Management,3635.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,2927.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,427.11,Subcontract
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",3680.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,4809.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,3221.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Projects,3270.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,3270.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,7370.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,10178.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Projects,3346.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,2998.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,2866.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Real Estate & Property management,2866.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Projects,2467.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,4991.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",4991.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",2567.00,Self Delivery
India,Baddi,"30.957826,76.791356",Projects,2567.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,7020.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,7686.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,390.55,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,15330.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,4157.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",4451.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,4791.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,4791.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Projects,3902.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,3902.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",4541.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",5062.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events",5057.00,Self Delivery
India,Baddi,"30.957826,76.791356",Real Estate & Property management,5062.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,4036.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,14412.00,Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,4555.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,8666.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,3815.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",3815.00,Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,3053.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,28964.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,13996.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Building Fabric,344.03,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Projects,2604.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Projects,4501.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,4501.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,7174.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Projects,4726.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Projects,2680.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,2680.00,Self Delivery
India,Baddi,"30.957826,76.791356",Mail Room & Reception,5315.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,3131.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Real Estate & Property management,3939.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","Meetings, Communications, Events",3939.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,10653.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,7084.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,10073.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",3082.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,2530.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Real Estate & Property management,2704.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,2704.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,3134.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Projects,4031.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,4031.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,299.16,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,5079.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Projects,5079.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events",3158.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Projects,3158.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Projects,2776.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Real Estate & Property management,2776.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Projects,3323.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events",3269.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,279.30,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,2758.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Projects,3043.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,2438.00,Self Delivery
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events",2438.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,3650.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836","Meetings, Communications, Events",3650.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Security,252.67,Subcontract
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",3294.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,3296.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Projects,3294.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Real Estate & Property management,3566.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Building Fabric,234.12,Self Delivery
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events",2868.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,3074.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",4708.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,3565.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events",2735.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events",4134.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events",2751.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Projects,2616.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",M&E Equipment,212.37,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,3553.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,4600.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Projects,2211.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,3104.00,Self Delivery
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events",3104.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events",2520.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",2520.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Projects,4463.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Real Estate & Property management,4340.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,4340.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,4060.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Projects,4060.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,4764.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Projects,2843.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events",2843.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Real Estate & Property management,4901.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,156.22,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Real Estate & Property management,2549.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events",2549.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",2843.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Real Estate & Property management,4688.00,Self Delivery
India,Baddi,"30.957826,76.791356",M&E Equipment,150.43,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events",2491.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Projects,3901.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,3584.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,3283.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,3584.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events",2356.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Projects,2356.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Projects,3710.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Projects,3479.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events",3479.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,3850.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Real Estate & Property management,3850.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events",3119.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,3119.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,118.64,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Projects,3130.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,3521.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Projects,3521.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,3233.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",3233.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events",2935.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,2935.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Real Estate & Property management,3885.00,Self Delivery
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,99.16,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,98.42,Subcontract
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,77.87,Subcontract
Singapore,Jurong,"1.364434,103.775263","E, H, S & Q, compliance",75.93,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,39.63,Subcontract
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,39.55,Subcontract
India,Mumbai EC,"19.030029,72.861308",Cleaning,21447.30,Subcontract
India,Mumbai EC,"19.030029,72.861308",Catering,4731.62,Subcontract
India,Baddi,"30.957826,76.791356",Cleaning,0.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,50024.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,52551.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,22220.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,24055.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Security,31594.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,22390.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,21133.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,6281.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,13143.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,52100.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,52011.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,40259.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,48138.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Utilities,32540.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,7531.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,26720.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,34206.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,40091.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Security,52123.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,9372.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,44707.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,15482.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,45303.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,6690.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,48892.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,46836.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,18674.00,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Utilities,21239.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,47329.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,33803.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,16693.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,7433.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Security,27080.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,54492.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,30487.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,26203.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,27788.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,16514.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,10889.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,15939.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,34195.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Utilities,51334.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Security,47580.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Security,11908.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,39546.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,17219.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,13348.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,56165.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,29580.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,23446.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,12992.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,39244.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,26839.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,57046.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,6596.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,8089.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Security,18152.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Reprographics & Stationery,51980.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Reprographics & Stationery,22622.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,20302.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,54456.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,31065.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,39014.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,24453.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,23060.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,21493.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,17452.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,58445.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,5969.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,22266.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,35092.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,32114.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,10791.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,46272.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,14205.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,6664.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,53987.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,30477.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,31559.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,26856.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,56653.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,16641.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,31890.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,20818.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,47029.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,55221.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,20265.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,7931.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,6022.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,33635.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,9968.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,7032.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Security,56774.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,22675.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,12975.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,52402.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,32517.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,5768.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,37034.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,19685.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,50024.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,52551.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,22220.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,24055.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,31594.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,22390.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,21133.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,6281.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,13143.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,52100.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,52011.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,40259.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,48138.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,32540.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,7531.00,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,26720.00,Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,34206.00,Subcontract
